horse,trial_date,race_date,gap_days,trial_dist,race_dist,dist_match,trial_sentiment,concealed,won_trial,improver,trial_finish_pct,race_place,race_n,race_finish_pct,race_win,race_top3,race_top_half
ZETTA FORCE,2026-02-27,2026-04-15,47,1000,1650,False,-,False,False,True,0.8,3,13,0.23076923076923078,0,1,1
KA YING SUPERB,2026-02-27,2026-03-15,16,1600,1400,True,++,False,True,True,0.16666666666666666,10,12,0.8333333333333334,0,0,0
KA YING GENERATION,2026-02-27,2026-03-08,9,1600,1800,True,+,False,False,True,0.3333333333333333,3,10,0.3,0,1,1
MOMENTS IN TIME,2026-02-27,2026-03-22,23,1600,1400,True,+,False,False,False,0.5,14,14,1.0,0,0,0
HELENE FEELING,2026-02-27,2026-03-22,23,1600,1400,True,0,False,False,False,0.6666666666666666,7,14,0.5,0,0,1
FLYING CHRISTIE,2026-02-27,2026-03-08,9,1600,1200,False,-,False,False,False,0.8333333333333334,12,12,1.0,0,0,0
STAR ELEGANCE,2026-02-27,2026-03-11,12,1600,1650,True,++,False,True,True,0.1,2,12,0.16666666666666666,0,1,1
SOARING BRONCO,2026-02-27,2026-03-18,19,1600,1650,True,+,False,False,True,0.2,1,12,0.08333333333333333,1,1,1
MORGAN SUCCESS,2026-02-27,2026-03-29,30,1600,1600,True,++,False,False,True,0.3,11,14,0.7857142857142857,0,0,0
MR ALADDIN,2026-02-27,2026-03-25,26,1600,2200,False,+,False,False,True,0.4,8,12,0.6666666666666666,0,0,0
EXCEED THE WISH,2026-02-27,2026-03-08,9,1600,1400,True,+,False,False,True,0.5,11,15,0.7333333333333333,0,0,0
ROSEWOOD FLEETFOOT,2026-02-27,2026-03-04,5,1600,1800,True,0,False,False,True,0.6,9,12,0.75,0,0,0
ALL EYES ON ME,2026-02-27,2026-03-15,16,1600,1650,True,0,False,False,True,0.7,3,14,0.21428571428571427,0,1,1
GANGNAM STAR,2026-02-27,2026-03-29,30,1600,1400,True,0,False,False,True,0.8,14,14,1.0,0,0,0
LUCKY SECRET,2026-02-27,2026-03-08,9,1600,1000,False,-,False,False,False,0.9,11,14,0.7857142857142857,0,0,0
STORM RIDER,2026-02-27,2026-03-08,9,1200,1200,True,++,False,True,False,0.1,7,12,0.5833333333333334,0,0,0
KING MILES,2026-02-27,2026-03-11,12,1200,1200,True,++,True,False,True,0.2,5,10,0.5,0,0,1
HAPPY BOSS,2026-02-27,2026-03-15,16,1200,1400,True,+,False,False,True,0.3,2,15,0.13333333333333333,0,1,1
MASTEROFMYUNIVERSE,2026-02-27,2026-03-08,9,1200,1200,True,+,False,False,True,0.4,8,13,0.6153846153846154,0,0,0
STEPS AHEAD,2026-02-27,2026-03-22,23,1200,1400,True,++,False,False,True,0.5,12,14,0.8571428571428571,0,0,0
COMPLETE UNKNOWN,2026-02-27,2026-03-22,23,1200,1200,True,0,False,False,True,0.6,8,10,0.8,0,0,0
VICTORY SKY,2026-02-27,2026-03-08,9,1200,1200,True,+,False,False,False,0.7,2,13,0.15384615384615385,0,1,1
CROSSBORDERPEGASUS,2026-02-27,2026-04-12,44,1200,1200,True,+,False,False,False,0.8,5,12,0.4166666666666667,0,0,1
BLAZING WIND,2026-02-27,2026-03-08,9,1200,1200,True,-,False,False,False,0.9,3,13,0.23076923076923078,0,1,1
WITHOUT RHYME,2026-02-27,2026-04-22,54,1200,1200,True,-,False,False,False,1.0,12,12,1.0,0,0,0
YOUNG CHAMPION,2026-02-27,2026-03-18,19,1200,1200,True,++,False,True,False,0.1,3,10,0.3,0,1,1
YOUNG ARROW,2026-02-27,2026-03-11,12,1200,1200,True,++,False,False,True,0.2,8,11,0.7272727272727273,0,0,0
WINNING MONEY,2026-02-27,2026-03-11,12,1200,1200,True,++,False,False,False,0.3,7,12,0.5833333333333334,0,0,0
M M CONCORD,2026-02-27,2026-03-22,23,1200,1400,True,+,False,False,True,0.4,8,12,0.6666666666666666,0,0,0
NEZHA,2026-02-27,2026-03-15,16,1200,1650,False,-,False,False,True,0.5,1,14,0.07142857142857142,1,1,1
TAKE ACTION,2026-02-27,2026-03-04,5,1200,1650,False,+,False,False,False,0.6,8,12,0.6666666666666666,0,0,0
DRAGON ON SNOW,2026-02-27,2026-03-15,16,1200,1400,True,-,False,False,False,0.7,8,12,0.6666666666666666,0,0,0
BLUE ILLUSION,2026-02-27,2026-04-06,38,1200,1000,True,-,False,False,False,0.9,9,12,0.75,0,0,0
GREAT LOOKING,2026-02-27,2026-04-15,47,1200,1200,True,-,False,False,False,1.0,12,12,1.0,0,0,0
MATZDEN,2026-02-27,2026-03-08,9,1200,1400,True,++,False,True,True,0.1,12,14,0.8571428571428571,0,0,0
FRANTANCK,2026-02-27,2026-03-08,9,1200,1600,False,++,True,False,True,0.3,12,14,0.8571428571428571,0,0,0
KING OBERON,2026-02-27,2026-03-18,19,1200,1200,True,++,False,False,True,0.4,10,13,0.7692307692307693,0,0,0
SMART FIGHTER,2026-02-27,2026-03-11,12,1200,1200,True,+,False,False,True,0.5,2,12,0.16666666666666666,0,1,1
UP WITH CHARM,2026-02-27,2026-03-11,12,1200,1200,True,-,False,False,True,0.6,10,12,0.8333333333333334,0,0,0
POET'S REIGN,2026-02-27,2026-03-08,9,1200,1200,True,+,False,False,True,0.7,11,12,0.9166666666666666,0,0,0
ONESHOT,2026-02-27,2026-04-19,51,1200,1000,True,-,False,False,False,0.9,5,14,0.35714285714285715,0,0,1
PRAY FOR JUSTICE,2026-02-27,2026-04-12,44,1200,1400,True,-,False,False,False,1.0,7,12,0.5833333333333334,0,0,0
ABSOLUTE HEART,2026-02-27,2026-03-22,23,1200,1200,True,++,False,True,True,0.1,1,15,0.06666666666666667,1,1,1
MEGA MASTERMIND,2026-02-27,2026-03-08,9,1200,1600,False,+,False,False,True,0.2,3,14,0.21428571428571427,0,1,1
ATOMIC BEAUTY,2026-02-27,2026-03-15,16,1200,1650,False,+,False,False,False,0.3,11,14,0.7857142857142857,0,0,0
LUCRATIVE EIGHT,2026-02-27,2026-04-06,38,1200,1200,True,++,False,False,False,0.4,3,14,0.21428571428571427,0,1,1
INVICTUS,2026-02-27,2026-04-06,38,1200,1000,True,+,False,False,False,0.5,7,14,0.5,0,0,1
VIVACIOUS WIN,2026-02-27,2026-03-11,12,1200,1650,False,0,False,False,False,0.6,4,12,0.3333333333333333,0,0,1
YEUX DE LIFELINE,2026-02-27,2026-04-22,54,1200,1200,True,+,False,False,False,0.7,8,13,0.6153846153846154,0,0,0
GENERAL SMART,2026-02-27,2026-03-08,9,1200,1400,True,+,False,False,False,0.8,2,15,0.13333333333333333,0,1,1
VIEW OF COSMOS,2026-02-27,2026-03-18,19,1200,1200,True,-,False,False,False,1.0,12,13,0.9230769230769231,0,0,0
MR INCREDIBLE,2026-03-02,2026-03-15,13,1000,1200,True,++,False,True,True,0.16666666666666666,1,12,0.08333333333333333,1,1,1
MONARCH COUNTY,2026-03-02,2026-04-08,37,1000,1200,True,+,False,False,True,0.3333333333333333,7,12,0.5833333333333334,0,0,0
SPORTIC WARRIOR,2026-03-02,2026-03-11,9,1000,1000,True,-,True,False,True,0.6666666666666666,11,12,0.9166666666666666,0,0,0
CASA BUDDY,2026-03-02,2026-04-06,35,1000,1000,True,-,False,False,False,1.0,13,14,0.9285714285714286,0,0,0
MY MARS,2026-03-02,2026-04-12,41,800,1200,False,++,False,True,False,0.14285714285714285,1,12,0.08333333333333333,1,1,1
KANSAS,2026-03-02,2026-04-06,35,800,1000,True,+,False,False,False,0.2857142857142857,11,12,0.9166666666666666,0,0,0
SUPER SIXTY,2026-03-02,2026-04-06,35,800,1000,True,++,True,False,False,0.42857142857142855,12,14,0.8571428571428571,0,0,0
MASTER PAYMENT,2026-03-02,2026-04-19,48,800,1000,True,++,False,True,False,0.14285714285714285,2,14,0.14285714285714285,0,1,1
KOL,2026-03-02,2026-04-01,30,800,1200,False,+,False,False,False,0.2857142857142857,11,12,0.9166666666666666,0,0,0
TURBO JEFFERIES,2026-03-02,2026-03-29,27,800,1000,True,++,False,False,False,0.42857142857142855,7,14,0.5,0,0,1
GRAND NOVA,2026-03-02,2026-04-22,51,800,1000,True,0,False,False,False,0.7142857142857143,2,12,0.16666666666666666,0,1,1
GRIT SPIRIT,2026-03-02,2026-03-29,27,800,1200,False,-,False,False,True,0.8571428571428571,13,13,1.0,0,0,0
MEGA CAPTAIN,2026-03-02,2026-04-06,35,800,1000,True,++,False,True,False,0.14285714285714285,11,14,0.7857142857142857,0,0,0
COLOURFUL WINNER,2026-03-02,2026-04-19,48,800,1200,False,++,False,False,True,0.2857142857142857,9,12,0.75,0,0,0
HIGHLAND RAHY,2026-03-02,2026-03-11,9,1200,1800,False,++,False,True,True,0.14285714285714285,5,12,0.4166666666666667,0,0,1
CAPTAIN LINK,2026-03-02,2026-03-18,16,1200,1000,True,-,False,False,True,0.2857142857142857,10,12,0.8333333333333334,0,0,0
ENTHUSIUM,2026-03-02,2026-03-11,9,1200,1800,False,+,False,False,True,0.42857142857142855,11,12,0.9166666666666666,0,0,0
GO GO GO,2026-03-02,2026-03-15,13,1200,1650,False,0,False,False,True,0.5714285714285714,1,14,0.07142857142857142,1,1,1
REWARDING TWINKLE,2026-03-02,2026-03-15,13,1200,1200,True,0,False,False,False,0.7142857142857143,6,12,0.5,0,0,1
TRINITY TREASURE,2026-03-02,2026-03-25,23,1200,1650,False,-,False,False,False,0.8571428571428571,11,13,0.8461538461538461,0,0,0
MASSIVE GLORY,2026-03-02,2026-04-12,41,1200,1400,True,-,False,False,True,1.0,6,14,0.42857142857142855,0,0,1
E HO HO,2026-03-03,2026-03-15,12,1200,1200,True,++,False,True,False,0.125,11,12,0.9166666666666666,0,0,0
CALIFORNIA STAR,2026-03-03,2026-03-15,12,1200,1650,False,+,False,False,True,0.25,2,14,0.14285714285714285,0,1,1
THUNDER BLAZE,2026-03-03,2026-03-15,12,1200,1650,False,+,False,False,True,0.375,1,12,0.08333333333333333,1,1,1
ALLCASH,2026-03-03,2026-03-15,12,1200,1650,False,+,False,False,True,0.5,8,12,0.6666666666666666,0,0,0
LE ZONDA,2026-03-03,2026-03-11,8,1200,1800,False,+,False,False,False,0.625,4,12,0.3333333333333333,0,0,1
ROMANTIC THOR,2026-03-03,2026-03-15,12,1200,1650,False,0,False,False,False,0.75,2,12,0.16666666666666666,0,1,1
AMAZING FUN,2026-03-03,2026-03-15,12,1200,1400,True,-,False,False,False,0.875,11,14,0.7857142857142857,0,0,0
IGOT,2026-03-03,2026-03-11,8,1200,1200,True,-,False,False,False,1.0,9,10,0.9,0,0,0
MACANESE MASTER,2026-03-03,2026-03-11,8,1200,1000,True,++,False,True,False,0.1111111111111111,2,12,0.16666666666666666,0,1,1
NEVER PETER OUT,2026-03-03,2026-03-15,12,1200,1650,False,++,False,False,True,0.2222222222222222,5,14,0.35714285714285715,0,0,1
CHINA WIN,2026-03-03,2026-03-11,8,1200,1800,False,+,False,False,True,0.3333333333333333,2,12,0.16666666666666666,0,1,1
VIRTUOUS PHANTOM,2026-03-03,2026-03-29,26,1200,1400,True,+,False,False,False,0.4444444444444444,13,14,0.9285714285714286,0,0,0
FOREMOST TEDDY,2026-03-03,2026-04-01,29,1200,1650,False,-,False,False,False,0.5555555555555556,11,14,0.7857142857142857,0,0,0
BASIC INSTINCT,2026-03-03,2026-03-15,12,1200,1200,True,0,False,False,False,0.6666666666666666,8,12,0.6666666666666666,0,0,0
MALPENSA,2026-03-03,2026-03-15,12,1200,1200,True,0,False,False,True,,5,12,0.4166666666666667,0,0,1
RUN RUN SMART,2026-03-05,2026-03-15,10,1200,1400,True,++,False,True,True,0.1111111111111111,14,15,0.9333333333333333,0,0,0
PUBLIC ATTENTION,2026-03-05,2026-03-08,3,1200,1200,True,+,False,False,True,0.2222222222222222,12,13,0.9230769230769231,0,0,0
RED SEA,2026-03-05,2026-03-15,10,1200,1200,True,++,False,False,False,0.3333333333333333,3,12,0.25,0,1,1
TALENTS AMBITION,2026-03-05,2026-03-15,10,1200,1650,False,++,False,False,True,0.4444444444444444,4,12,0.3333333333333333,0,0,1
HELENE SUPAFEELING,2026-03-05,2026-03-15,10,1200,1200,True,+,False,False,True,0.5555555555555556,6,12,0.5,0,0,1
GOLDEN BRILLIANT,2026-03-05,2026-03-11,6,1200,1650,False,0,False,False,True,0.6666666666666666,1,12,0.08333333333333333,1,1,1
FLYING HUNTER,2026-03-05,2026-04-08,34,1200,1200,True,-,False,False,False,0.7777777777777778,12,12,1.0,0,0,0
POCKETING,2026-03-05,2026-03-29,24,1200,1600,False,-,False,False,False,0.8888888888888888,7,9,0.7777777777777778,0,0,0
PAPAYA BROSE,2026-03-05,2026-03-15,10,1200,1400,True,0,False,False,True,,3,14,0.21428571428571427,0,1,1
GLORIOUS ST PAUL'S,2026-03-05,2026-03-29,24,1200,1400,True,++,False,True,True,0.125,9,15,0.6,0,0,0
LET'S HAVE FUN,2026-03-05,2026-03-15,10,1200,1400,True,+,False,False,True,0.25,13,15,0.8666666666666667,0,0,0
GIANT SPIRIT,2026-03-05,2026-03-15,10,1200,1000,True,+,False,False,False,0.375,12,13,0.9230769230769231,0,0,0
LUCKY TOGETHER,2026-03-05,2026-03-11,6,1200,1200,True,++,True,False,False,0.5,9,11,0.8181818181818182,0,0,0
CLEANSWEEPER,2026-03-05,2026-04-06,32,1200,1400,True,+,True,False,False,0.625,8,14,0.5714285714285714,0,0,0
NOVA KNIGHT,2026-03-05,2026-03-15,10,1200,1400,True,-,False,False,False,0.75,14,14,1.0,0,0,0
LUCKY BID,2026-03-05,2026-04-12,38,1200,1200,True,0,False,False,True,,6,12,0.5,0,0,1
INNO SUPER,2026-03-05,2026-03-18,13,1200,1650,False,0,False,False,True,,8,12,0.6666666666666666,0,0,0
LUCKY BLESSING,2026-03-05,2026-03-18,13,1200,1650,False,++,False,True,True,0.1111111111111111,11,12,0.9166666666666666,0,0,0
WAH MAY WAI WAI,2026-03-05,2026-03-18,13,1200,1650,False,++,False,False,True,0.2222222222222222,9,12,0.75,0,0,0
THUNDER PRINCE,2026-03-05,2026-03-15,10,1200,1400,True,++,True,False,False,0.3333333333333333,4,14,0.2857142857142857,0,0,1
KING CANNON,2026-03-05,2026-03-11,6,1200,1200,True,-,False,False,True,0.4444444444444444,8,12,0.6666666666666666,0,0,0
VIEW ALL THINGS,2026-03-05,2026-04-06,32,1200,1200,True,0,False,False,False,0.5555555555555556,5,15,0.3333333333333333,0,0,1
CAN'T GO WONG,2026-03-05,2026-03-18,13,1200,1800,False,0,False,False,False,0.6666666666666666,5,12,0.4166666666666667,0,0,1
SUPER GOLDENDRAGON,2026-03-05,2026-04-08,34,1200,1650,False,0,False,False,True,0.7777777777777778,6,12,0.5,0,0,1
I EXCELLE,2026-03-05,2026-04-06,32,1200,1400,True,0,False,False,True,,11,14,0.7857142857142857,0,0,0
MALPENSA,2026-03-05,2026-03-15,10,1200,1200,True,0,False,False,False,,5,12,0.4166666666666667,0,0,1
PARENTS' LOVE,2026-03-05,2026-03-18,13,1050,1000,True,++,False,True,False,0.16666666666666666,11,12,0.9166666666666666,0,0,0
ACE CHAMPION,2026-03-05,2026-03-11,6,1050,1200,True,++,False,False,True,0.3333333333333333,2,11,0.18181818181818182,0,1,1
MR ENERGIA,2026-03-05,2026-04-01,27,1050,1200,True,+,False,False,False,0.8333333333333334,8,11,0.7272727272727273,0,0,0
ROMANTIC SON,2026-03-06,2026-03-18,12,1000,1200,True,++,False,True,True,0.1,4,10,0.4,0,0,1
SAVVY TWINKLE,2026-03-06,2026-03-18,12,1000,1000,True,++,True,False,True,0.2,6,12,0.5,0,0,1
GEORGIAN SIGMA,2026-03-06,2026-03-29,23,1000,1000,True,+,False,False,True,0.3,3,14,0.21428571428571427,0,1,1
CHATEAUNEUF,2026-03-06,2026-03-18,12,1000,1200,True,+,False,False,True,0.4,7,10,0.7,0,0,0
SYNERGY EXPRESS,2026-03-06,2026-03-29,23,1000,1000,True,+,False,False,True,0.5,10,14,0.7142857142857143,0,0,0
HARMONY FIRE,2026-03-06,2026-03-18,12,1000,1000,True,0,False,False,False,0.6,7,12,0.5833333333333334,0,0,0
SAVVY WARRIOR,2026-03-06,2026-04-01,26,1000,1200,True,+,False,False,True,0.7,7,12,0.5833333333333334,0,0,0
GREAT LOOKING,2026-03-06,2026-04-15,40,1000,1200,True,-,False,False,False,1.0,12,12,1.0,0,0,0
YOUNG CHAMPION,2026-03-06,2026-03-18,12,1200,1200,True,++,False,True,False,0.2,3,10,0.3,0,1,1
CROSSBORDERPEGASUS,2026-03-06,2026-04-12,37,1200,1200,True,++,False,False,True,0.4,5,12,0.4166666666666667,0,0,1
LOCH TAY,2026-03-06,2026-04-01,26,1200,1650,False,+,False,False,False,0.6,1,14,0.07142857142857142,1,1,1
NAUTICAL FORCE,2026-03-06,2026-04-19,44,1200,1800,False,-,False,False,True,0.8,1,14,0.07142857142857142,1,1,1
RED MAESTRO,2026-03-06,2026-03-29,23,1200,1200,True,++,False,True,True,0.14285714285714285,5,13,0.38461538461538464,0,0,1
ARIEL,2026-03-06,2026-03-15,9,1200,1650,False,+,False,False,False,0.2857142857142857,10,14,0.7142857142857143,0,0,0
BRILLIANT EXPRESS,2026-03-06,2026-03-29,23,1200,1400,True,+,False,False,True,0.42857142857142855,5,12,0.4166666666666667,0,0,1
ENDEARED,2026-03-06,2026-03-15,9,1200,1400,True,+,False,False,False,0.5714285714285714,1,14,0.07142857142857142,1,1,1
VERMILION TEMPEST,2026-03-06,2026-03-18,12,1200,1650,False,+,False,False,True,0.7142857142857143,6,12,0.5,0,0,1
GRATIFIDE,2026-03-06,2026-03-18,12,1200,1650,False,+,False,False,False,0.8571428571428571,8,13,0.6153846153846154,0,0,0
WIN BEAUTY VIVA,2026-03-06,2026-03-18,12,1200,1650,False,++,False,True,False,0.14285714285714285,1,13,0.07692307692307693,1,1,1
FIT FOR BEAUTY,2026-03-06,2026-03-15,9,1200,1400,True,+,False,False,False,0.2857142857142857,1,12,0.08333333333333333,1,1,1
BLUE BARON,2026-03-06,2026-04-08,33,1200,1200,True,++,False,False,True,0.42857142857142855,5,12,0.4166666666666667,0,0,1
LITTLE MONSTER,2026-03-06,2026-04-06,31,1200,1200,True,0,False,False,False,0.5714285714285714,5,14,0.35714285714285715,0,0,1
RELIABLE DAD,2026-03-06,2026-03-18,12,1200,1800,False,0,False,False,True,0.7142857142857143,4,12,0.3333333333333333,0,0,1
DASHING PAL,2026-03-06,2026-03-25,19,1200,1650,False,-,False,False,False,1.0,12,12,1.0,0,0,0
LIGHTNING ACE,2026-03-06,2026-03-29,23,1200,1200,True,+,False,False,True,0.375,12,14,0.8571428571428571,0,0,0
ENTHRALLED,2026-03-06,2026-03-22,16,1200,1800,False,0,False,False,False,0.625,6,13,0.46153846153846156,0,0,1
GOLD TACK,2026-03-06,2026-04-12,37,1200,1600,False,+,False,False,True,0.75,7,14,0.5,0,0,1
LEATHER GOODS,2026-03-06,2026-03-22,16,1200,1200,True,-,False,False,False,0.875,14,14,1.0,0,0,0
CRYSTAL POWERFUL,2026-03-06,2026-03-25,19,1200,1200,True,-,False,False,True,1.0,5,12,0.4166666666666667,0,0,1
CRIMSON FLASH,2026-03-10,2026-03-18,8,1200,1200,True,++,False,True,True,0.1,1,10,0.1,1,1,1
PAPAYA BROSE,2026-03-10,2026-03-15,5,1200,1400,True,+,False,False,False,0.3,3,14,0.21428571428571427,0,1,1
MAX QUE,2026-03-10,2026-03-18,8,1200,1650,False,++,False,False,True,0.4,3,13,0.23076923076923078,0,1,1
CITY GOLD BANNER,2026-03-10,2026-03-22,12,1200,1200,True,+,False,False,False,0.5,7,10,0.7,0,0,0
STEPS AHEAD,2026-03-10,2026-03-22,12,1200,1400,True,+,False,False,False,0.6,12,14,0.8571428571428571,0,0,0
TURIN CHAMPIONS,2026-03-10,2026-03-22,12,1200,1400,True,0,False,False,False,0.7,9,12,0.75,0,0,0
FLASHING FIGHTER,2026-03-10,2026-04-12,33,1200,1200,True,0,False,False,False,0.8,1,12,0.08333333333333333,1,1,1
MAKE YOU SMILE,2026-03-10,2026-03-22,12,1200,1400,True,-,False,False,False,0.9,7,12,0.5833333333333334,0,0,0
CAP FERRAT,2026-03-10,2026-04-06,27,1200,0,False,-,False,False,False,1.0,7,14,0.5,0,0,1
BABY SAKURA,2026-03-10,2026-03-22,12,1200,1200,True,++,False,True,False,0.1,3,15,0.2,0,1,1
HOT DELIGHT,2026-03-10,2026-03-22,12,1200,1200,True,+,False,False,True,0.2,1,10,0.1,1,1,1
SPICY STANDARD,2026-03-10,2026-03-22,12,1200,1200,True,+,False,False,False,0.3,7,15,0.4666666666666667,0,0,1
JUMBO STEPS,2026-03-10,2026-03-22,12,1200,1200,True,++,False,False,True,0.4,9,10,0.9,0,0,0
ELITE GOLF,2026-03-10,2026-04-12,33,1200,1200,True,+,False,False,True,0.5,1,12,0.08333333333333333,1,1,1
FORZA TORO,2026-03-10,2026-03-22,12,1200,1600,False,+,False,False,False,0.6,6,14,0.42857142857142855,0,0,1
GOLDENTRONICMIGHTY,2026-03-10,2026-03-22,12,1200,1200,True,0,False,False,False,0.7,5,14,0.35714285714285715,0,0,1
WITHOUT COMPARE,2026-03-10,2026-03-25,15,1200,1650,False,+,True,False,False,0.8,1,13,0.07692307692307693,1,1,1
INNO SUPER,2026-03-10,2026-03-18,8,1200,1650,False,-,False,False,False,0.9,8,12,0.6666666666666666,0,0,0
DRAGON ON SNOW,2026-03-10,2026-03-15,5,1200,1400,True,0,False,False,True,,8,12,0.6666666666666666,0,0,0
ABSOLUTE HONOUR,2026-03-10,2026-03-22,12,1200,1400,True,++,False,True,True,0.1,4,15,0.26666666666666666,0,0,1
RAPID PHANTOM,2026-03-10,2026-04-06,27,1200,1000,True,+,False,False,False,0.2,3,14,0.21428571428571427,0,1,1
PACKING PHOENIX,2026-03-10,2026-03-29,19,1200,1000,True,+,False,False,True,0.3,9,14,0.6428571428571429,0,0,0
QUANTUM LEGEND,2026-03-10,2026-04-12,33,1200,1200,True,++,False,False,False,0.4,9,12,0.75,0,0,0
SHANDONG SPIRIT,2026-03-10,2026-03-22,12,1200,1200,True,+,False,False,False,0.5,11,14,0.7857142857142857,0,0,0
RUBYLOT,2026-03-10,2026-03-22,12,1200,1400,True,+,True,False,False,0.6,10,14,0.7142857142857143,0,0,0
TRENDY RUSH,2026-03-10,2026-03-18,8,1200,1200,True,-,False,False,True,0.7,8,13,0.6153846153846154,0,0,0
AMAZING PARTNERS,2026-03-10,2026-03-22,12,1200,1400,True,+,False,False,False,0.8,3,12,0.25,0,1,1
MAGNEMITE,2026-03-10,2026-04-19,40,1200,1200,True,-,False,False,False,0.9,10,12,0.8333333333333334,0,0,0
SUPERB SPIRIT,2026-03-10,2026-04-06,27,1200,1200,True,++,False,True,False,0.1,4,14,0.2857142857142857,0,0,1
TELECOM POWER,2026-03-10,2026-03-18,8,1200,1650,False,++,False,False,True,0.2,5,12,0.4166666666666667,0,0,1
LUCKY BID,2026-03-10,2026-04-12,33,1200,1200,True,++,False,False,True,0.4,6,12,0.5,0,0,1
MIGHTY FIGHTER,2026-03-10,2026-03-29,19,1200,1200,True,+,False,False,False,0.5,11,14,0.7857142857142857,0,0,0
SMILING CHAMPION,2026-03-10,2026-04-12,33,1200,1200,True,-,False,False,False,0.7,10,12,0.8333333333333334,0,0,0
GRAND MASTERMIND,2026-03-10,2026-03-18,8,1200,1200,True,0,False,False,False,0.8,7,13,0.5384615384615384,0,0,0
PRECISION MIND,2026-03-10,2026-04-06,27,1200,1000,True,+,False,False,False,1.0,6,14,0.42857142857142855,0,0,1
WATCH THIS ONE,2026-03-10,2026-03-18,8,1050,1000,True,++,False,True,False,0.16666666666666666,9,12,0.75,0,0,0
FIERY STEED,2026-03-10,2026-04-15,36,1050,1200,True,+,False,False,False,0.3333333333333333,12,12,1.0,0,0,0
SIR CHARGE,2026-03-10,2026-03-18,8,1050,1000,True,+,False,False,False,0.5,12,12,1.0,0,0,0
SERAPH GABRIEL,2026-03-10,2026-03-22,12,1650,0,False,++,False,True,True,0.2,5,14,0.35714285714285715,0,0,1
REGAL GEM,2026-03-10,2026-03-22,12,1650,0,False,++,False,False,False,0.4,11,14,0.7857142857142857,0,0,0
TOP DRAGON,2026-03-10,2026-03-22,12,1650,0,False,+,False,False,True,0.6,7,14,0.5,0,0,1
GOLDEN FAIRY,2026-03-10,2026-03-25,15,1650,2200,False,-,False,False,True,0.8,11,12,0.9166666666666666,0,0,0
APOLAR FIGHTER,2026-03-10,2026-03-29,19,1650,1400,False,0,False,False,True,,8,15,0.5333333333333333,0,0,0
CHANCHENG GLORY,2026-03-12,2026-04-06,25,1200,0,False,++,False,True,True,0.25,6,14,0.42857142857142855,0,0,1
SPEED DRAGON,2026-03-12,2026-03-22,10,1200,1400,True,+,False,False,False,0.5,3,14,0.21428571428571427,0,1,1
GORGEOUS WIN,2026-03-12,2026-03-22,10,1200,1400,True,-,False,False,False,0.75,8,14,0.5714285714285714,0,0,0
HELENE FEELING,2026-03-12,2026-03-22,10,1200,1400,True,-,False,False,False,1.0,7,14,0.5,0,0,1
MOMENTS IN TIME,2026-03-12,2026-03-22,10,1200,1400,True,++,True,True,True,0.2,14,14,1.0,0,0,0
SPANGLE FORTUNE,2026-03-12,2026-04-01,20,1200,1650,False,+,False,False,True,0.4,12,14,0.8571428571428571,0,0,0
URANUS STAR,2026-03-12,2026-03-29,17,1200,1400,True,0,False,False,False,0.6,2,12,0.16666666666666666,0,1,1
SOUTH STAR,2026-03-12,2026-03-22,10,1200,1200,True,-,False,False,False,0.8,4,10,0.4,0,0,1
SUPREME AGILITY,2026-03-12,2026-04-01,20,1200,1650,False,-,False,False,False,1.0,2,14,0.14285714285714285,0,1,1
CIRCUIT CHAMPION,2026-03-13,2026-03-22,9,1200,1200,True,++,False,True,False,0.1111111111111111,1,10,0.1,1,1,1
RAGING BLIZZARD,2026-03-13,2026-04-06,24,1200,0,False,++,True,False,True,0.2222222222222222,3,7,0.42857142857142855,0,1,1
RED LION,2026-03-13,2026-04-06,24,1200,0,False,+,False,False,False,0.3333333333333333,14,14,1.0,0,0,0
COOL BOY,2026-03-13,2026-03-22,9,1200,1200,True,++,True,False,True,0.4444444444444444,4,10,0.4,0,0,1
HELIOS EXPRESS,2026-03-13,2026-04-06,24,1200,0,False,+,False,False,True,0.5555555555555556,2,7,0.2857142857142857,0,1,1
SUPERB BOY,2026-03-13,2026-03-29,16,1200,1200,True,+,True,False,False,0.6666666666666666,14,14,1.0,0,0,0
GALAXY PATCH,2026-03-13,2026-04-06,24,1200,0,False,+,True,False,False,0.7777777777777778,4,14,0.2857142857142857,0,0,1
JOLLY BRILLIANT,2026-03-13,2026-03-22,9,1200,1400,True,-,False,False,False,0.8888888888888888,3,15,0.2,0,1,1
PACKING FIGHTER,2026-03-13,2026-03-22,9,1200,1800,False,++,False,True,True,0.1,5,13,0.38461538461538464,0,0,1
GRACEFUL HEART,2026-03-13,2026-04-06,24,1200,1000,True,+,False,False,False,0.2,9,14,0.6428571428571429,0,0,0
LUCKY PLUS,2026-03-13,2026-03-22,9,1200,1200,True,++,False,False,True,0.3,9,14,0.6428571428571429,0,0,0
GALLANT DESIGN,2026-03-13,2026-03-22,9,1200,1400,True,++,False,False,True,0.4,5,15,0.3333333333333333,0,0,1
GREATER BAE,2026-03-13,2026-03-25,12,1200,1200,True,++,False,False,True,0.5,2,12,0.16666666666666666,0,1,1
STATE SECURITY,2026-03-13,2026-03-29,16,1200,1400,True,0,False,False,True,0.6,10,14,0.7142857142857143,0,0,0
IRON LEGION,2026-03-13,2026-04-12,30,1200,1600,False,+,False,False,False,0.7,12,14,0.8571428571428571,0,0,0
